"name","typeString","addressLineOne","addressLineTwo","city","state","zipFive","zipFour","county","isPoBoxLocation","phone","drivingDirectionsLink","grantNumber","delegateNumber","programName","programAddressLineOne","programAddressLineTwo","programCity","programState","programZipFive","programZipFour","programCounty","programPhone","programRegistrationPhone","latitude","longitude"
"Ada S. McKinley Community Services-Heaven's Learning Garden","Head Start and Early Head Start","7801 S Wolcott Ave","","Chicago","IL","60620","5251","Cook County",false,"(773) 994-5437","https://maps.google.com?saddr=40.633,-89.399&daddr=41.752,-87.6707","05CH012050","008","Ada S. McKinley Community Services","1359 W Washington Blvd"," ","Chicago","IL","60607","1905","Cook County","(773) 994-5437","(773)468-1918",41.752,-87.6707
"Happy Days Berwyn","Head Start and Early Head Start","6304 26th St","","Berwyn","IL","60402","2605","Cook County",false,"(708) 795-0099","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8432,-87.7811","05CH011615","200","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St Ste 300","","Chicago","IL","60608","1237","Cook County","(708) 795-0099","(708)434-2522",41.8432,-87.7811
"Little Sprouts Day Care","Head Start","2434 W 71st St","","Chicago","IL","60629","1447","Cook County",false,"(872) 267-5444","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7649,-87.6847","05CH012056","000","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(872) 267-5444","(312)949-3600 - 3602",41.7649,-87.6847
"Clyde Park","Early Head Start","2724 S 61st Ave","","Cicero","IL","60804","3045","Cook County",false,"(708) 222-4508","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8407,-87.7767","05CH011626","201","The Children's Center of Cicero-Berwyn, Inc.","5341 W Cermak Rd"," ","Cicero","IL","60804","2817","Cook County","(708) 222-4508","(708) 222-4508",41.8407,-87.7767
"Marletta Darnell Schaumburg Child +  Family Center","Head Start and Early Head Start","725 E Schaumburg Rd","","Schaumburg","IL","60194","3507","Cook County",false,"(630) 671-2400","https://maps.google.com?saddr=40.633,-89.399&daddr=42.0275,-88.0615","05CH010926","000","Children's Home & Aid Society of Illinois","125 S Wacker Dr","Fl 14","Chicago","IL","60606","4429","Cook County","(630) 671-2400","(773)476-6998",42.0275,-88.0615
"Honey Bear Day Care Center LLC","Early Head Start","2359 N Mannheim Rd","","Melrose Park","IL","60164","1834","Cook County",false,"(847) 455-8687","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9217,-87.8836","05HP000432","200","Proviso Leyden Council for Community Action, Inc.","411 Madison St"," ","Maywood","IL","60153","2136","Cook County","(847) 455-8687","(708)865-0608 - 300",41.9217,-87.8836
"Jump for Joy","Early Head Start","7115 Roosevelt Rd","","Berwyn","IL","60402","1067","Cook County",false,"(708) 484-9505","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8647,-87.8024","05HP000432","200","Proviso Leyden Council for Community Action, Inc.","411 Madison St"," ","Maywood","IL","60153","2136","Cook County","(708) 484-9505","(708)865-0608 - 300",41.8647,-87.8024
"Shining Star #3","Early Head Start","338 E 103rd St","","Chicago","IL","60628","2857","Cook County",false,"(773) 995-7827","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7076,-87.6146","05HP000439","212","Shining Star Youth and Community Services","9204 S Commercial Ave","Ste 200","Chicago","IL","60617","2197","Cook County","(773) 995-7827","(773)734-7827",41.7076,-87.6146
"Shining Star Youth and Community Services-Shining Star #3","Head Start and Early Head Start","338 E 103rd St","","Chicago","IL","60628","2857","Cook County",false,"(773) 450-7827","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7076,-87.6146","05CH012050","028","Shining Star Youth and Community Services","9204 S Commercial Ave","Ste 200","Chicago","IL","60617","2197","Cook County","(773) 450-7827","(773)734-7827",41.7076,-87.6146
"Nurturing Developmental & Learning Academy","Head Start and Early Head Start","525 Wentworth Ave","","Calumet City","IL","60409","2729","Cook County",false,"(708) 868-5343","https://maps.google.com?saddr=40.633,-89.399&daddr=41.6212,-87.5295","05CH011615","200","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St Ste 300","","Chicago","IL","60608","1237","Cook County","(708) 868-5343","(708)434-2522",41.6212,-87.5295
"CASEY","Head Start","1700 E Main St","","Casey","IL","62420","2112","Clark County",false,"(217) 500-3084","https://maps.google.com?saddr=40.633,-89.399&daddr=39.3059,-87.9693","05CH011449","000","Embarras River Basin Agency, Inc.","400 W Pleasant St","","Greenup","IL","62428","-1","Cumberland County","(217) 500-3084","(217)923-3113",39.3059,-87.9693
"New Pisgah Day Care","Head Start and Early Head Start","8130 S Racine Ave","","Chicago","IL","60620","3013","Cook County",false,"(773) 873-5392","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7459,-87.6539","05CH012055","000","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St","Ste 300","Chicago","IL","60608","1237","Cook County","(773) 873-5392","(708)330-4490",41.7459,-87.6539
"Ada S. McKinley Community Services-Garden of Heaven Learning Academy","Early Head Start","7630 S Ashland Ave","","Chicago","IL","60620","-1","Cook County",false,"(773) 703-6292","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7549,-87.6639","05CH012050","208","Ada S. McKinley Community Services","11400 S Edbrooke Ave"," ","Chicago","IL","60628","4930","Cook County","(773) 703-6292","(773)468-1918",41.7549,-87.6639
"El Valor - Young Scholars Developmental Institute","Early Head Start","3038 W 59th St","","Chicago","IL","60629","2542","Cook County",false,"(773) 918-1944","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7866,-87.7001","05HP000439","215","El Valor Corporation","1850 West 21st Street","","Chicago","IL","60608","2799","Cook County","(773) 918-1944","(312)997-2021",41.7866,-87.7001
"El Valor Corporation-Young Scholars Dev. Ins.","Head Start","3038 W 59th St","","Chicago","IL","60629","2542","Cook County",false,"(773) 918-1944","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7866,-87.7001","05CH012050","015","El Valor Corporation","1850 W 21st St"," ","Chicago","IL","60608","2715","Cook County","(773) 918-1944","(312)997-2021",41.7866,-87.7001
"Salvation Army - Creative Little Ones","Head Start","2809 W 59th St","","Chicago","IL","60629","2245","Cook County",false,"(773) 476-2562","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7864,-87.6939","05CH012050","004","Salvation Army","845 W 69th St"," ","Chicago","IL","60621","1709","Cook County","(773) 476-2562","(773)382-4701",41.7864,-87.6939
"Henry Booth House Hegewisch","Head Start and Early Head Start","2725 E 130th St","","Chicago","IL","60633","1735","Cook County",false,"(773) 646-2400","https://maps.google.com?saddr=40.633,-89.399&daddr=41.659,-87.5571","05CH012056","000","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(773) 646-2400","(312)949-3600 - 3602",41.659,-87.5571
"Gads Hill - Diana's Playpen of Little Geniuses","Early Head Start","6236 S Western Ave","","Chicago","IL","60636","2024","Cook County",false,"(773) 737-6700","https://maps.google.com?saddr=40.633,-89.399&daddr=41.78,-87.6841","05HP000439","208","Gads Hill Center","1919 W Cullerton St","","Chicago","IL","60608","2618","Cook County","(773) 737-6700","(312)226-0963",41.78,-87.6841
"Diana's Playpen of Little Geniuses","Head Start","6236 S Western Ave","","Chicago","IL","60636","2024","Cook County",false,"(773) 737-6700","https://maps.google.com?saddr=40.633,-89.399&daddr=41.78,-87.684","05CH012065","002","Gads Hill Center","1919 W Cullerton St"," ","Chicago","IL","60608","2618","Cook County","(773) 737-6700","(312)226-0963",41.78,-87.684
"Ada S McKinley - Little Hands","Early Head Start","7146 S Ashland Ave","","Chicago","IL","60636","3914","Cook County",false,"(773) 471-0662","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7635,-87.6641","05HP000439","201","Ada S. McKinley Community Services","1359 W Washington Blvd","","Chicago","IL","60607","1905","Cook County","(773) 471-0662","(312)554-0600",41.7635,-87.6641
"Ada S. McKinley Community Services-Little Hands","Head Start","7146 S Ashland Ave","","Chicago","IL","60636","3914","Cook County",false,"(773) 471-0662","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7635,-87.664","05CH012050","008","Ada S. McKinley Community Services","1359 W Washington Blvd"," ","Chicago","IL","60607","1905","Cook County","(773) 471-0662","(773)468-1918",41.7635,-87.664
"SGA Youth & Family Services Brighton Park Home Visiting","Early Head Start","3501 W 48th Pl","","Chicago","IL","60632","3047","Cook County",false,"(312) 663-0305","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8053,-87.7123","05CH011953","200","Start Early","33 W. Monroe St.","Suite 2400","Chicago","IL","60603","6198","Cook County","(312) 663-0305","(312)922-3863",41.8053,-87.7123
"Clyde Park at Ogden","Head Start","5202 W 29th Pl","","Cicero","IL","60804","3522","Cook County",false,"(708) 722-5437","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8398,-87.7551","05CH011626","001","The Children's Center of Cicero-Berwyn, Inc.","5341 W Cermak Rd"," ","Cicero","IL","60804","2817","Cook County","(708) 722-5437","(708) 722-5437",41.8398,-87.7551
"Montessori School of Englewood-The Montessori School of Englewood","Head Start","6936 S Hermitage Ave","","Chicago","IL","60636","3333","Cook County",false,"(773) 535-9255","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7678,-87.6676","05CH012050","027","The Montessori School of Englewood","6550 S Seeley Ave","Annex Bldg","Chicago","IL","60636","2500","Cook County","(773) 535-9255","(773)535-9255",41.7678,-87.6676
"East Side Development Center","Head Start and Early Head Start","13338 S Brandon Ave","","Chicago","IL","60633","1427","Cook County",false,"(773) 646-2223","https://maps.google.com?saddr=40.633,-89.399&daddr=41.6525,-87.5463","05CH012056","000","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(773) 646-2223","(312)949-3600 - 3602",41.6525,-87.5463
"Chicago State University","Head Start and Early Head Start","9501 S King Dr","","Chicago","IL","60628","1501","Cook County",false,"","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7211,-87.6134","05CH012056","000","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","","(312)949-3600 - 3602",41.7211,-87.6134
"Cicero Children & Family Center","Head Start and Early Head Start","5310 W 24th Pl","","Cicero","IL","60804","2827","Cook County",false,"(773) 242-2710","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8468,-87.7569","05CH011626","000","El Valor Corporation","1850 W 21st St"," ","Chicago","IL","60608","2715","Cook County","(773) 242-2710","(773)242-2710",41.8468,-87.7569
"Gads Hill - Literacy Zone","Early Head Start","5831 S Western Ave","","Chicago","IL","60636","1526","Cook County",false,"(773) 306-0856","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7873,-87.6833","05HP000439","208","Gads Hill Center","1919 W Cullerton St","","Chicago","IL","60608","2618","Cook County","(773) 306-0856","(312)226-0963",41.7873,-87.6833
"Literacy Center","Head Start","5831 S Western Ave","","Chicago","IL","60636","1526","Cook County",false,"(773) 306-0856","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7873,-87.6833","05CH012065","002","Gads Hill Center","1919 W Cullerton St"," ","Chicago","IL","60608","2618","Cook County","(773) 306-0856","(312)226-0963",41.7873,-87.6833
"Patricia Makris Child Development Center","Head Start and Early Head Start","2831 S 49th Ave","","Cicero","IL","60804","3632","Cook County",false,"(708) 652-1284","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8407,-87.7467","05CH011626","001","The Children's Center of Cicero-Berwyn, Inc.","5341 W Cermak Rd"," ","Cicero","IL","60804","2817","Cook County","(708) 652-1284","(708) 652-1284",41.8407,-87.7467
"Small World Learning Center","Early Head Start","9750 Grand Ave","","Franklin Park","IL","60131","3359","Cook County",false,"(847) 455-1234","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9301,-87.8692","05HP000432","200","Proviso Leyden Council for Community Action, Inc.","411 Madison St"," ","Maywood","IL","60153","2136","Cook County","(847) 455-1234","(708)865-0608 - 300",41.9301,-87.8692
"Discovery Early Learning Center","Head Start and Early Head Start","7538 S Halsted St","","Chicago","IL","60620","2436","Cook County",false,"(773) 966-5217","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7566,-87.6445","05CH012055","000","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St","Ste 300","Chicago","IL","60608","1237","Cook County","(773) 966-5217","(708)330-4490",41.7566,-87.6445
"Children's Home + Aid Mitzi Freidheim Child & Family Center","Head Start","1701 W 63rd St","","Chicago","IL","60636","2220","Cook County",false,"(773) 476-6998","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7793,-87.6671","05CH011953","002","Children's Home & Aid Society of Illinois","1701 West 63rd Street","","Chicago","IL","60636","-1","Cook County","(773) 476-6998","(773)476-6998",41.7793,-87.6671
"Mitzi Freidheim Englewood Child and Family Center-Early Head Start","Early Head Start","1701 W 63rd St","","Chicago","IL","60636","2220","Cook County",false,"(773) 476-6998","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7793,-87.6671","05CH010926","200","Children's Home & Aid Society of Illinois","125 S Wacker Dr","Fl 14","Chicago","IL","60606","4429","Cook County","(773) 476-6998","(773)476-6998",41.7793,-87.6671
"Chicago Youth Centers-First Step","Head Start","6401 S Ashland Ave","","Chicago","IL","60636","2716","Cook County",false,"(773) 434-3100","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7775,-87.6639","05CH012050","001","Chicago Youth Centers","218 S Wabash Ave","Ste 600","Chicago","IL","60604","2314","Cook County","(773) 434-3100","(312)913-1700 - 425",41.7775,-87.6639
"El Valor Corporation-Teddy Bear 1","Head Start and Early Head Start","2649 W 51st St","","Chicago","IL","60632","1559","Cook County",false,"(773) 476-0700","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8008,-87.691","05CH012050","015","El Valor Corporation","1850 W 21st St"," ","Chicago","IL","60608","2715","Cook County","(773) 476-0700","(312)997-2021",41.8008,-87.691
"El Valor Corporation-Kiddy Kare Site 1","Head Start and Early Head Start","4444 S Kedzie Ave","","Chicago","IL","60632","2815","Cook County",false,"(773) 376-5622","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8122,-87.7044","05CH012050","015","El Valor Corporation","1850 W 21st St"," ","Chicago","IL","60608","2715","Cook County","(773) 376-5622","(312)997-2021",41.8122,-87.7044
"YMCA - Jeanne Kenney Day Care Center","Early Head Start","7600 S Parnell Ave","","Chicago","IL","60620","1824","Cook County",false,"(773) 886-1216","https://maps.google.com?saddr=40.633,-89.399&daddr=41.756,-87.6389","05HP000439","214","YMCA of Metropolitan Chicago","801 North Dearborn Street","","Chicago","IL","60610","3316","Cook County","(773) 886-1216","(312)932-1200",41.756,-87.6389
"Building Blocks Learning Academy","Head Start and Early Head Start","1120 W 69th St","","Chicago","IL","60621","1128","Cook County",false,"(773) 488-2222","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7689,-87.6527","05CH012056","000","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(773) 488-2222","(312)949-3600 - 3602",41.7689,-87.6527
"Children's International Academy","Head Start and Early Head Start","5858 W Roosevelt Rd","","Chicago","IL","60644","1470","Cook County",false,"(773) 287-0808","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8657,-87.7715","05CH012055","000","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St","Ste 300","Chicago","IL","60608","1237","Cook County","(773) 287-0808","(708)330-4490",41.8657,-87.7715
"El Valor Corporation-Kiddy Kare Preschool","Head Start","4401 S Kedzie Ave","","Chicago","IL","60632","2814","Cook County",false,"(773) 247-6642","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8135,-87.7038","05CH012050","015","El Valor Corporation","1850 W 21st St"," ","Chicago","IL","60608","2715","Cook County","(773) 247-6642","(312)997-2021",41.8135,-87.7038
"Board of Trustees - City Colleges of Chicago-Olive-Harvey College","Head Start and Early Head Start","10001 S Woodlawn Ave","","Chicago","IL","60628","1645","Cook County",false,"(773) 291-6317","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7141,-87.5904","05CH012050","019","City Colleges of Chicago","226 W Jackson Blvd"," ","Chicago","IL","60606","6959","Cook County","(773) 291-6317","(312)553-2856",41.7141,-87.5904
"Learn Together Grow Together # 2","Head Start and Early Head Start","1455 W 63rd St","","Chicago","IL","60636","2353","Cook County",false,"(773) 321-5096","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7793,-87.6615","05CH012065","003","Learn Together Grow Together","1126 W 99th St"," ","Chicago","IL","60643","2260","Cook County","(773) 321-5096","(773) 321-5096",41.7793,-87.6615
"Salvation Army - Red Shield","Head Start and Early Head Start","945 W 69th St","","Chicago","IL","60621","1737","Cook County",false,"(773) 358-3224","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7688,-87.6487","05CH012050","004","Salvation Army","845 W 69th St"," ","Chicago","IL","60621","1709","Cook County","(773) 358-3224","(773)382-4701",41.7688,-87.6487
"Calhoun County Head Start Center","Head Start","52 Poor Farm Hollow Road","","Hardin","IL","62047","-1","Calhoun County",false,"(618) 576-2334","https://maps.google.com?saddr=40.633,-89.399&daddr=39.1763,-90.6379","05CH012028","000","Illinois Valley Economic Development Corporation","223 S Macoupin St","","Gillespie","IL","62033","1605","Macoupin County","(618) 576-2334","(217)839-4431",39.1763,-90.6379
"Learn Together Grow Together # 3","Head Start and Early Head Start","5126 S Western Ave","","Chicago","IL","60609","5405","Cook County",false,"(773) 498-8332","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8003,-87.6844","05CH012065","003","Learn Together Grow Together","1126 W 99th St"," ","Chicago","IL","60643","2260","Cook County","(773) 498-8332","(773) 498-8332",41.8003,-87.6844
"Salvation Army - Family Outreach Initiative","Early Head Start","845 W 69th St","","Chicago","IL","60621","1709","Cook County",false,"(773) 382-4702","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7688,-87.6464","05CH012050","204","Salvation Army","845 W 69th St"," ","Chicago","IL","60621","1709","Cook County","(773) 382-4702","(773)382-4701",41.7688,-87.6464
"Gads Hill - GH Archer (4255) Brighton Park","Early Head Start","4255 S Archer Ave","","Chicago","IL","60632","2549","Cook County",false,"(312) 226-0963","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8159,-87.7009","05HP000439","208","Gads Hill Center","1919 W Cullerton St","","Chicago","IL","60608","2618","Cook County","(312) 226-0963","(312)226-0963",41.8159,-87.7009
"GH Brighton Park","Head Start and Early Head Start","4255 S Archer Ave","","Chicago","IL","60632","2549","Cook County",false,"(773) 260-0963","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8159,-87.7009","05CH012065","002","Gads Hill Center","1919 W Cullerton St"," ","Chicago","IL","60608","2618","Cook County","(773) 260-0963","(312)226-0963",41.8159,-87.7009
"GH Archer","Head Start and Early Head Start","4234 S Archer Ave","","Chicago","IL","60632","2550","Cook County",false,"(773) 269-6584","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8166,-87.7006","05CH012065","002","Gads Hill Center","1919 W Cullerton St"," ","Chicago","IL","60608","2618","Cook County","(773) 269-6584","(312)226-0963",41.8166,-87.7006
"First Start South","Head Start and Early Head Start","5700 S Ashland Ave","","Chicago","IL","60636","1706","Cook County",false,"(773) 778-4850","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7902,-87.6649","05CH012055","000","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St","Ste 300","Chicago","IL","60608","1237","Cook County","(773) 778-4850","(708)330-4490",41.7902,-87.6649
"Henry Booth House - Little Angels Learning Center","Early Head Start","6701 S Emerald Ave","","Chicago","IL","60621","2509","Cook County",false,"(773) 488-8777","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7723,-87.6429","05HP000439","209","Henry Booth House","2907 South Wabash, Suite 205","","Chicago","IL","60616","3243","Cook County","(773) 488-8777","(312)949-3610",41.7723,-87.6429
"Little Angels Family Day Care","Head Start and Early Head Start","6701 S Emerald Ave","","Chicago","IL","60621","2509","Cook County",false,"(773) 488-8777","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7723,-87.6428","05CH012056","000","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(773) 488-8777","(312)949-3600 - 3602",41.7723,-87.6428
"El Valor - Carlos Cantu Center","Early Head Start","2434 S Kildare Ave","","Chicago","IL","60623","3356","Cook County",false,"(773) 242-2700","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8467,-87.7317","05HP000150","203","El Valor Corporation","1850 West 21st Street","","Chicago","IL","60608","2799","Cook County","(773) 242-2700","(312)997-2021",41.8467,-87.7317
"Carlos Cantu Children and Family Center","Early Head Start","2434 S Kildare Ave","","Chicago","IL","60623","3356","Cook County",false,"(773) 242-2700","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8466,-87.7314","05CH011421","200","El Valor Corporation","1850 W 21st St"," ","Chicago","IL","60608","2715","Cook County","(773) 242-2700","(773)242-2700",41.8466,-87.7314
"El Valor Corporation-Carlos Cantu","Head Start and Early Head Start","2434 S Kildare Ave","","Chicago","IL","60623","3356","Cook County",false,"(773) 242-2700","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8466,-87.7314","05CH012050","015","El Valor Corporation","1850 W 21st St"," ","Chicago","IL","60608","2715","Cook County","(773) 242-2700","(312)997-2021",41.8466,-87.7314
"The Baby Academy","Head Start and Early Head Start","8607 S Cottage Grove Ave","","Chicago","IL","60619","6107","Cook County",false,"(773) 994-4400","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7382,-87.6045","05CH012055","000","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St","Ste 300","Chicago","IL","60608","1237","Cook County","(773) 994-4400","(708)330-4490",41.7382,-87.6045
"Ada S. McKinley Community Services-McKinley-Trumbull Park","Head Start","10534 S Oglesby Ave","","Chicago","IL","60617","6140","Cook County",false,"(773) 978-5341","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7039,-87.5658","05CH012050","008","Ada S. McKinley Community Services","1359 W Washington Blvd"," ","Chicago","IL","60607","1905","Cook County","(773) 978-5341","(773)468-1918",41.7039,-87.5658
"Board of Trustees - City Colleges of Chicago-Kennedy-King College","Head Start and Early Head Start","710 W 65th St","Bldg Z","Chicago","IL","60621","1949","Cook County",false,"(773) 602-5481","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7761,-87.6429","05CH012050","019","City Colleges of Chicago","226 W Jackson Blvd"," ","Chicago","IL","60606","6959","Cook County","(773) 602-5481","(312)553-2856",41.7761,-87.6429
"Ada S McKinley - Greenwood","Early Head Start","8741 S Greenwood Ave","","Chicago","IL","60619","7061","Cook County",false,"(773) 688-6154","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7355,-87.5967","05HP000150","201","Ada S. McKinley Community Services","11400 S Edbrooke Ave","","Chicago","IL","60628","4930","Cook County","(773) 688-6154","(773)468-1918",41.7355,-87.5967
"Ada S. McKinley Community Services-McKinley-Greenwood","Early Head Start","8741 S Greenwood Ave","","Chicago","IL","60619","7061","Cook County",false,"(773) 688-6154","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7355,-87.5967","05CH012050","208","Ada S. McKinley Community Services","11400 S Edbrooke Ave"," ","Chicago","IL","60628","4930","Cook County","(773) 688-6154","(773)468-1918",41.7355,-87.5967
"4 Ever Young Day Care","Head Start and Early Head Start","441 E 79th St","","Chicago","IL","60619","2819","Cook County",false,"(773) 966-6872","https://maps.google.com?saddr=40.633,-89.399&daddr=41.751,-87.6133","05CH012056","000","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(773) 966-6872","(312)949-3600 - 3602",41.751,-87.6133
"Henry Booth House - 4 Ever Young","Early Head Start","441 E 79th St","","Chicago","IL","60619","2819","Cook County",false,"(773) 966-6872","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7511,-87.6132","05HP000439","209","Henry Booth House","2907 South Wabash, Suite 205","","Chicago","IL","60616","3243","Cook County","(773) 966-6872","(312)949-3610",41.7511,-87.6132
"Young Achievers Academy","Head Start and Early Head Start","520 E 79th St","","Chicago","IL","60619","3002","Cook County",false,"(773) 846-9707","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7513,-87.6117","05CH012056","000","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(773) 846-9707","(312)949-3600 - 3602",41.7513,-87.6117
"Hand n Hand Child Care Center","Head Start and Early Head Start","9350 Forest Hills Rd","","Loves Park","IL","61111","1911","Winnebago County",false,"(815) 633-7440","https://maps.google.com?saddr=40.633,-89.399&daddr=42.3589,-89.0153","05CH010616","000","City of Rockford, Human Services Dept.","425 E State St"," ","Rockford","IL","61104","1014","Winnebago County","(815) 633-7440","(779)348-7169",42.3589,-89.0153
"Metropolitan Family Services - Learning and Wellness","Head Start and Early Head Start","5338 S Loomis Blvd","","Chicago","IL","60609","5948","Cook County",false,"","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7963,-87.66","05CH012058","000","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","","(312)243-7300",41.7963,-87.66
"A-ZMall World","Early Head Start","2629 S Lawndale Ave","","Chicago","IL","60623","4520","Cook County",false,"(872) 444-5312","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8435,-87.7169","05HP000508","200","Chicago Commons Association","515 E 50th St Ste 200","","Chicago","IL","60615","2401","Cook County","(872) 444-5312","(773)638-5600",41.8435,-87.7169
"Allison's Infant & Toddler Center - 55th","Head Start and Early Head Start","5522 S Racine Ave","","Chicago","IL","60636","1422","Cook County",false,"(773) 436-3193","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7931,-87.6552","05CH012050","032","Allisons Infant & Toddler Center Inc.","5522 S Racine Ave"," ","Chicago","IL","60636","1422","Cook County","(773) 436-3193","(773) 436-3193",41.7931,-87.6552
"Illinois Institute for Children","Head Start and Early Head Start","10009 S Yates Blvd","","Chicago","IL","60617","5366","Cook County",false,"(773) 375-8850","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7132,-87.5644","05CH012055","000","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St","Ste 300","Chicago","IL","60608","1237","Cook County","(773) 375-8850","(708)330-4490",41.7132,-87.5644
"Shining Star Youth and Community Services-Shining Star #2","Head Start and Early Head Start","854 E 79th St","","Chicago","IL","60619","3112","Cook County",false,"(773) 488-7827","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7513,-87.6035","05CH012050","028","Shining Star Youth and Community Services","9204 S Commercial Ave","Ste 200","Chicago","IL","60617","2197","Cook County","(773) 488-7827","(773)734-7827",41.7513,-87.6035
"Shining Star #2","Early Head Start","854 E 79th St","","Chicago","IL","60619","3112","Cook County",false,"(773) 488-7827","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7513,-87.6031","05HP000439","212","Shining Star Youth and Community Services","9204 S Commercial Ave","Ste 200","Chicago","IL","60617","2197","Cook County","(773) 488-7827","(773)734-7827",41.7513,-87.6031
"Positive Attitudes","Early Head Start","757 N Austin Blvd","","Chicago","IL","60644","1004","Cook County",false,"(773) 921-0622","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8944,-87.7749","05HP000440","200","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","(773) 921-0622","(773) 921-0622",41.8944,-87.7749
"Positive Attitudes","Head Start","757 N Austin Blvd","","Chicago","IL","60644","1004","Cook County",false,"","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8944,-87.7749","05CH012058","000","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","","(312)243-7300",41.8944,-87.7749
